city,start_year,end_year,start_month,end_month,exposure,interactive,outcome,lag_or_ma,lag,iqr,quantile,rr,cil,ciu,B,se
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034668,1.0008086796041116,0.0001640755119917,0.0003287189417897
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.999612113703726,0.998710488146974,1.0005145532387574,-0.0003879615436223,0.0004604076668623
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034668,1.0008086796041116,0.0001640755119917,0.0003287189417897
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.999612113703726,0.998710488146974,1.0005145532387574,-0.0003879615436223,0.0004604076668623
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034668,1.0008086796041116,0.0001640755119917,0.0003287189417897
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.999612113703726,0.998710488146974,1.0005145532387574,-0.0003879615436223,0.0004604076668623
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034668,1.0008086796041116,0.0001640755119917,0.0003287189417897
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.999612113703726,0.998710488146974,1.0005145532387574,-0.0003879615436223,0.0004604076668623
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034668,1.0008086796041116,0.0001640755119917,0.0003287189417897
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.999612113703726,0.998710488146974,1.0005145532387574,-0.0003879615436223,0.0004604076668623
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034668,1.0008086796041116,0.0001640755119917,0.0003287189417897
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.999612113703726,0.998710488146974,1.0005145532387574,-0.0003879615436223,0.0004604076668623
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034668,1.0008086796041116,0.0001640755119917,0.0003287189417897
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.999612113703726,0.998710488146974,1.0005145532387574,-0.0003879615436223,0.0004604076668623
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034668,1.0008086796041116,0.0001640755119917,0.0003287189417897
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.999612113703726,0.998710488146974,1.0005145532387574,-0.0003879615436223,0.0004604076668623
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257217,0.9996543206462096,1.0014460841681718,0.000549650240348,0.0004568396981176
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146395,0.9997951560727704,1.0018173134133137,0.0008053995932969,0.0005154505449479
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269492,1.0019503696255398,0.0008835059442599,0.0005433590557076
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,0,1.0001640889731147,0.9995199135034669,1.0008086796041116,0.00016407551199171407,0.0003287189417897793
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,1,0.9996121137037259,0.9987104881469739,1.0005145532387574,-0.0003879615436223477,0.00046040766686232336
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,2,1.0005498013257215,0.9996543206462096,1.0014460841681718,0.0005496502403480225,0.00045683969811761234
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,3,1.0008057240146397,0.9997951560727703,1.0018173134133137,0.0008053995932969095,0.0005154505449479475
Fukuoka,1989,2014,2,4,SPMout,suhiout,All,lag,1,1.0,4,1.0008838963506037,0.9998185582269491,1.0019503696255398,0.000883505944259999,0.0005433590557076819
